age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status
25.0,90000,RENT,9,VENTURE,28000,13.99,0.32,Y,4,1
25.0,74800,RENT,1,MEDICAL,8400,16.77,0.1,Y,4,1
25.0,25992,OTHER,5,PERSONAL,5000,20.52,0.2,N,4,1
25.0,32000,RENT,0,EDUCATION,12000,8.94,0.38,N,3,1
25.0,66000,RENT,9,HOMEIMPROVEMENT,3000,16.29,0.05,Y,2,1
25.0,39000,RENT,0,MEDICAL,7000,15.62,0.18,N,3,1
25.0,24000,RENT,4,PERSONAL,8500,11.36,0.33,N,4,1
25.0,29120,OWN,0,MEDICAL,6425,15.99,0.22,Y,3,1
25.0,67000,MORTGAGE,9,MEDICAL,10000,17.93,0.15,N,2,1
25.0,69000,RENT,0,HOMEIMPROVEMENT,9000,15.7,0.13,N,3,1
25.0,54000,RENT,2,VENTURE,10000,15.62,0.19,N,2,1
25.0,66000,RENT,9,EDUCATION,25000,15.7,0.38,N,3,1
25.0,50004,RENT,3,MEDICAL,20000,11.36,0.4,N,2,1
25.0,28896,RENT,5,PERSONAL,9600,10.59,0.34,N,2,1
25.0,30000,RENT,6,MEDICAL,3000,16.07,0.1,N,2,1
25.0,60000,MORTGAGE,9,MEDICAL,10000,16.0,0.17,N,4,1
25.0,98000,RENT,2,DEBTCONSOLIDATION,10000,16.4,0.1,Y,2,1
25.0,28000,RENT,9,DEBTCONSOLIDATION,9600,12.22,0.34,Y,2,1
25.0,44000,RENT,1,DEBTCONSOLIDATION,14000,12.61,0.32,N,4,1
25.0,78000,MORTGAGE,2,DEBTCONSOLIDATION,15000,16.0,0.19,N,2,1
25.0,78996,RENT,4,HOMEIMPROVEMENT,6000,7.51,0.08,N,4,1
25.0,59000,RENT,5,PERSONAL,20000,16.89,0.34,N,3,1
25.0,39000,OWN,4,PERSONAL,6000,13.79,0.15,Y,2,1
25.0,70550,MORTGAGE,9,MEDICAL,20000,16.77,0.22,N,2,1
25.0,29500,RENT,4,HOMEIMPROVEMENT,2450,11.83,0.08,N,4,1
25.0,30000,RENT,0,MEDICAL,5000,14.42,0.17,N,3,1
25.0,96000,RENT,9,HOMEIMPROVEMENT,20000,11.11,0.21,N,4,1
25.0,53004,RENT,2,PERSONAL,20000,14.84,0.38,N,2,1
25.0,78000,RENT,2,HOMEIMPROVEMENT,20000,15.76,0.25,Y,3,1
25.0,28000,RENT,0,EDUCATION,7500,10.01,0.27,N,3,1
25.0,28800,RENT,1,MEDICAL,8500,11.49,0.29,N,2,1
25.0,48000,MORTGAGE,7,MEDICAL,8000,15.62,0.17,Y,4,1
25.0,39000,RENT,1,MEDICAL,10000,11.49,0.26,N,3,1
25.0,36000,RENT,2,MEDICAL,3600,9.07,0.1,N,3,1
25.0,25000,RENT,9,MEDICAL,10000,10.99,0.4,N,2,1
25.0,59000,RENT,7,MEDICAL,3600,14.17,0.06,N,4,1
25.0,42000,RENT,1,MEDICAL,15000,15.05,0.36,Y,2,1
25.0,69000,RENT,3,HOMEIMPROVEMENT,10000,11.71,0.14,N,4,1
25.0,45000,RENT,6,MEDICAL,17000,12.99,0.36,Y,3,1
25.0,36000,RENT,2,HOMEIMPROVEMENT,5000,8.49,0.14,N,2,1
25.0,60000,RENT,8,PERSONAL,17000,19.41,0.28,N,4,1
25.0,53352,RENT,3,VENTURE,17500,14.54,0.33,N,3,1
25.0,42000,MORTGAGE,5,DEBTCONSOLIDATION,3200,17.19,0.08,N,3,1
25.0,30000,RENT,7,VENTURE,13000,17.99,0.43,N,2,1
25.0,59004,RENT,1,VENTURE,15000,15.58,0.25,Y,2,1
25.0,65004,RENT,9,DEBTCONSOLIDATION,23500,7.88,0.36,N,2,1
25.0,24000,RENT,2,DEBTCONSOLIDATION,10000,9.62,0.41,N,3,1
25.0,83300,MORTGAGE,0,MEDICAL,5600,15.99,0.06,N,3,1
25.0,69000,RENT,1,EDUCATION,10000,14.18,0.14,N,2,1
25.0,76000,MORTGAGE,1,DEBTCONSOLIDATION,3600,14.59,0.05,N,4,1
25.0,12000,RENT,1,PERSONAL,2500,12.69,0.21,N,2,1
25.0,29004,RENT,5,VENTURE,10000,10.0,0.34,N,4,1
25.0,63000,RENT,9,VENTURE,20000,7.9,0.32,N,3,1
25.0,40000,RENT,2,PERSONAL,7000,15.95,0.17,Y,3,1
25.0,134300,MORTGAGE,9,MEDICAL,25000,15.7,0.19,Y,3,1
25.0,66000,MORTGAGE,9,DEBTCONSOLIDATION,16000,14.09,0.24,Y,2,1
25.0,48000,RENT,0,DEBTCONSOLIDATION,16500,15.95,0.34,Y,2,1
25.0,74800,MORTGAGE,3,MEDICAL,21000,16.77,0.26,Y,3,1
25.0,34000,RENT,7,HOMEIMPROVEMENT,5000,11.49,0.15,N,2,1
25.0,30000,RENT,0,HOMEIMPROVEMENT,15000,17.04,0.49,N,3,1
25.0,66000,MORTGAGE,9,VENTURE,11200,12.09,0.17,Y,2,1
25.0,87550,RENT,9,MEDICAL,3000,8.49,0.03,N,4,1
25.0,42000,MORTGAGE,5,EDUCATION,7600,12.73,0.18,Y,2,1
25.0,34000,RENT,3,MEDICAL,5500,15.7,0.16,N,3,1
25.0,78000,RENT,2,VENTURE,6000,15.05,0.08,Y,3,1
25.0,44004,MORTGAGE,2,MEDICAL,10000,6.92,0.23,N,4,1
25.0,31200,RENT,3,VENTURE,15000,13.85,0.48,Y,4,1
25.0,59000,MORTGAGE,7,PERSONAL,8000,15.27,0.14,N,3,1
25.0,67000,RENT,9,MEDICAL,25000,11.83,0.37,N,2,1
25.0,74700,RENT,0,HOMEIMPROVEMENT,21000,14.11,0.29,Y,2,1
25.0,30000,RENT,3,DEBTCONSOLIDATION,10000,7.9,0.33,N,2,1
25.0,42000,RENT,4,EDUCATION,13000,6.62,0.33,N,4,1
25.0,103000,RENT,8,DEBTCONSOLIDATION,7500,16.77,0.07,N,2,1
25.0,58000,MORTGAGE,3,MEDICAL,6000,5.79,0.1,N,3,1
25.0,65000,RENT,2,VENTURE,20000,16.71,0.31,N,3,1
25.0,44000,RENT,0,EDUCATION,15000,16.0,0.34,N,4,1
25.0,59000,RENT,2,EDUCATION,25000,14.09,0.42,N,4,1
25.0,51850,RENT,2,HOMEIMPROVEMENT,25000,15.95,0.44,N,3,1
25.0,18000,RENT,1,HOMEIMPROVEMENT,6400,14.91,0.36,Y,3,1
25.0,62500,RENT,8,VENTURE,25000,15.65,0.39,N,3,1
25.0,47000,RENT,2,EDUCATION,5000,12.98,0.11,Y,3,1
25.0,31200,RENT,1,HOMEIMPROVEMENT,12000,14.18,0.39,Y,3,1
25.0,96050,RENT,0,EDUCATION,13000,16.4,0.12,N,4,1
25.0,46500,RENT,1,VENTURE,14000,15.95,0.29,N,3,1
25.0,44000,MORTGAGE,9,VENTURE,5000,12.99,0.11,Y,4,1
25.0,95950,RENT,2,PERSONAL,25000,14.42,0.27,Y,3,1
25.0,42000,RENT,1,PERSONAL,6000,16.45,0.14,N,4,1
25.0,45000,RENT,2,VENTURE,15000,11.48,0.33,N,2,1
25.0,55000,RENT,5,DEBTCONSOLIDATION,20000,14.61,0.36,Y,2,1
25.0,30000,RENT,5,HOMEIMPROVEMENT,5000,16.45,0.17,N,4,1
25.0,32200,RENT,2,MEDICAL,8400,14.96,0.28,Y,4,1
25.0,33996,RENT,0,DEBTCONSOLIDATION,12300,15.95,0.34,Y,2,1
25.0,33996,RENT,3,MEDICAL,4000,12.53,0.12,Y,2,1
25.0,68500,RENT,4,PERSONAL,12000,13.16,0.18,Y,4,1
25.0,46000,RENT,7,DEBTCONSOLIDATION,3000,16.29,0.07,Y,3,1
25.0,74000,RENT,1,HOMEIMPROVEMENT,8000,15.62,0.11,N,2,1
25.0,24996,RENT,1,EDUCATION,8000,12.53,0.32,N,4,1
25.0,30000,RENT,3,DEBTCONSOLIDATION,1200,14.09,0.04,Y,3,1
25.0,90000,MORTGAGE,8,DEBTCONSOLIDATION,17000,16.77,0.2,N,3,1
25.0,30000,RENT,2,MEDICAL,5000,14.59,0.17,Y,2,1
25.0,31200,RENT,3,DEBTCONSOLIDATION,10000,7.51,0.32,N,2,1
25.0,27000,OWN,0,VENTURE,11500,20.11,0.43,Y,2,1
25.0,67900,RENT,5,VENTURE,13000,8.9,0.19,N,3,1
25.0,49000,OWN,3,MEDICAL,11000,19.03,0.22,Y,4,1
25.0,64000,RENT,0,DEBTCONSOLIDATION,21100,14.11,0.35,Y,2,1
25.0,108000,RENT,1,EDUCATION,25000,15.62,0.23,Y,2,1
25.0,70000,RENT,0,MEDICAL,5000,16.45,0.06,Y,3,1
25.0,24000,RENT,2,DEBTCONSOLIDATION,10000,7.14,0.42,N,3,1
25.0,46000,RENT,4,DEBTCONSOLIDATION,14550,7.51,0.32,N,2,1
25.0,54000,RENT,2,VENTURE,10000,13.49,0.19,N,2,1
25.0,54000,RENT,0,HOMEIMPROVEMENT,14125,8.49,0.26,N,3,1
25.0,66000,MORTGAGE,9,HOMEIMPROVEMENT,6500,14.54,0.1,Y,2,1
25.0,54000,RENT,1,HOMEIMPROVEMENT,16000,16.35,0.3,Y,3,1
25.0,48996,RENT,0,VENTURE,1000,15.58,0.02,Y,4,1
25.0,58650,RENT,0,MEDICAL,25000,17.74,0.36,N,2,1
25.0,52000,RENT,5,EDUCATION,16000,10.25,0.31,N,4,1
25.0,41000,RENT,0,MEDICAL,15000,11.89,0.37,N,4,1
25.0,51500,RENT,7,MEDICAL,15000,14.42,0.29,N,2,1
25.0,28800,RENT,7,DEBTCONSOLIDATION,8000,7.66,0.28,N,4,1
25.0,78996,RENT,0,HOMEIMPROVEMENT,25000,15.21,0.32,N,4,1
25.0,54996,RENT,8,HOMEIMPROVEMENT,21250,15.95,0.39,N,4,1
25.0,39996,RENT,3,HOMEIMPROVEMENT,3000,11.71,0.08,N,4,1
25.0,28000,RENT,7,PERSONAL,6250,8.9,0.23,N,3,1
25.0,69000,RENT,0,VENTURE,3900,14.61,0.06,Y,4,1
25.0,84000,RENT,9,PERSONAL,25000,11.89,0.3,N,3,1
25.0,28800,RENT,5,DEBTCONSOLIDATION,6500,10.62,0.23,N,2,1
25.0,48000,RENT,0,MEDICAL,13000,15.68,0.27,Y,2,1
25.0,32000,MORTGAGE,9,PERSONAL,2500,11.86,0.08,N,4,1
25.0,98000,RENT,4,HOMEIMPROVEMENT,5000,7.51,0.05,N,2,1
25.0,54000,RENT,8,DEBTCONSOLIDATION,15000,16.29,0.28,N,4,1
25.0,81600,MORTGAGE,9,DEBTCONSOLIDATION,6000,16.45,0.07,N,4,1
25.0,96050,RENT,9,MEDICAL,6000,15.28,0.06,Y,2,1
25.0,39000,RENT,3,MEDICAL,1500,11.71,0.04,N,4,1
25.0,73000,MORTGAGE,8,PERSONAL,5000,16.49,0.07,N,4,1
25.0,34000,RENT,9,PERSONAL,4000,6.76,0.12,N,3,1
25.0,45000,RENT,0,MEDICAL,17000,7.9,0.4,N,4,1
25.0,33000,RENT,9,VENTURE,16000,11.14,0.48,N,2,1
25.0,35600,MORTGAGE,2,DEBTCONSOLIDATION,7000,15.95,0.19,Y,4,1
25.0,30000,RENT,10,EDUCATION,12000,6.62,0.4,N,3,1
25.0,36000,RENT,0,VENTURE,12500,11.11,0.35,N,4,1
25.0,42000,RENT,2,EDUCATION,14000,7.88,0.33,N,4,1
25.0,38000,RENT,2,MEDICAL,13000,15.7,0.34,Y,2,1
25.0,69000,MORTGAGE,9,HOMEIMPROVEMENT,12000,11.99,0.17,N,2,1
25.0,45295,RENT,5,PERSONAL,19200,9.91,0.4,N,2,1
25.0,44004,RENT,1,MEDICAL,12000,16.45,0.27,N,3,1
25.0,64000,RENT,3,HOMEIMPROVEMENT,22000,17.58,0.37,N,3,1
25.0,44000,RENT,4,HOMEIMPROVEMENT,8000,14.72,0.18,Y,3,1
25.0,36000,RENT,5,VENTURE,14750,11.14,0.41,N,3,1
25.0,30000,RENT,1,PERSONAL,5000,15.99,0.17,N,2,1
25.0,97750,MORTGAGE,2,MEDICAL,20000,11.83,0.21,N,3,1
25.0,30000,RENT,2,MEDICAL,10500,10.0,0.34,N,3,1
25.0,64000,RENT,7,DEBTCONSOLIDATION,8000,15.28,0.13,N,3,1
25.0,51000,RENT,9,PERSONAL,4000,10.25,0.08,N,2,1
25.0,29004,RENT,5,MEDICAL,10000,12.84,0.34,N,2,1
25.0,44000,RENT,1,VENTURE,9500,12.53,0.22,N,2,1
25.0,40000,RENT,5,EDUCATION,16000,12.69,0.4,N,4,1
25.0,56000,RENT,1,VENTURE,10000,15.28,0.18,Y,2,1
25.0,30000,RENT,9,MEDICAL,10000,9.88,0.33,N,3,1
25.0,52000,RENT,1,EDUCATION,18000,13.11,0.35,Y,4,1
25.0,39000,RENT,9,MEDICAL,20000,14.11,0.51,Y,2,1
25.0,71400,MORTGAGE,2,MEDICAL,12250,15.95,0.14,N,3,1
25.0,30000,RENT,3,HOMEIMPROVEMENT,8000,11.11,0.27,N,3,1
25.0,93000,MORTGAGE,9,DEBTCONSOLIDATION,15000,16.77,0.16,Y,4,1
25.0,29000,RENT,3,EDUCATION,10625,6.62,0.36,N,2,1
25.0,37000,RENT,2,MEDICAL,15000,17.19,0.41,N,4,1
25.0,31200,OWN,5,EDUCATION,6000,19.03,0.19,N,4,1
25.0,34000,RENT,3,MEDICAL,2000,14.61,0.06,N,2,1
25.0,18000,RENT,4,EDUCATION,5000,19.03,0.27,Y,3,1
25.0,18000,RENT,2,HOMEIMPROVEMENT,3000,12.69,0.17,N,4,1
25.0,40000,RENT,0,VENTURE,14500,10.99,0.36,N,2,1
25.0,37500,RENT,9,PERSONAL,12000,10.38,0.32,N,3,1
25.0,33772,RENT,3,HOMEIMPROVEMENT,3600,16.02,0.11,Y,3,1
25.0,64000,MORTGAGE,4,DEBTCONSOLIDATION,12000,12.99,0.19,Y,2,1
25.0,25000,MORTGAGE,9,PERSONAL,8000,14.84,0.32,N,2,1
25.0,63000,RENT,2,EDUCATION,20000,16.4,0.32,N,3,1
25.0,27000,RENT,1,HOMEIMPROVEMENT,4000,14.59,0.15,N,2,1
25.0,54000,MORTGAGE,4,DEBTCONSOLIDATION,10000,14.11,0.19,Y,3,1
25.0,29000,RENT,4,HOMEIMPROVEMENT,7000,13.98,0.24,N,3,1
25.0,49000,MORTGAGE,9,DEBTCONSOLIDATION,5000,14.61,0.1,N,4,1
25.0,69000,RENT,0,HOMEIMPROVEMENT,25000,14.11,0.36,Y,2,1
25.0,59497,RENT,9,MEDICAL,20000,16.32,0.34,N,2,1
25.0,65000,RENT,4,PERSONAL,20000,17.58,0.31,Y,2,1
25.0,44000,MORTGAGE,8,MEDICAL,2000,11.14,0.05,N,2,1
25.0,29004,RENT,3,HOMEIMPROVEMENT,6250,15.99,0.22,Y,4,1
25.0,90000,RENT,9,PERSONAL,10000,15.65,0.11,N,2,1
25.0,42000,RENT,1,HOMEIMPROVEMENT,10000,15.57,0.24,N,3,1
25.0,64000,RENT,6,DEBTCONSOLIDATION,15000,15.27,0.23,N,4,1
25.0,66000,MORTGAGE,9,DEBTCONSOLIDATION,25000,14.83,0.38,N,4,1
25.0,54000,RENT,1,EDUCATION,19000,7.9,0.35,N,4,1
25.0,66000,RENT,1,DEBTCONSOLIDATION,25000,14.83,0.38,N,3,1
25.0,108000,MORTGAGE,9,VENTURE,10000,7.14,0.09,N,4,1
25.0,32000,RENT,4,MEDICAL,10000,16.77,0.32,N,4,1
25.0,18204,RENT,0,DEBTCONSOLIDATION,4500,13.61,0.25,N,2,1
25.0,25000,RENT,6,MEDICAL,8500,11.71,0.34,N,4,1
25.0,64000,RENT,6,HOMEIMPROVEMENT,4000,7.88,0.06,N,4,1
25.0,30000,RENT,3,DEBTCONSOLIDATION,11500,13.79,0.38,Y,4,1
25.0,40000,RENT,3,DEBTCONSOLIDATION,7000,13.22,0.17,Y,4,1
25.0,36000,RENT,10,PERSONAL,15000,11.36,0.42,N,2,1
25.0,95500,MORTGAGE,1,VENTURE,22000,16.49,0.24,N,2,1
25.0,45000,RENT,4,DEBTCONSOLIDATION,15000,11.49,0.33,N,3,1
25.0,25920,RENT,1,MEDICAL,5000,15.62,0.19,N,3,1
25.0,44000,RENT,5,MEDICAL,5000,15.33,0.11,Y,2,1
25.0,33000,RENT,2,EDUCATION,12000,14.96,0.37,N,3,1
25.0,28800,RENT,1,PERSONAL,10000,11.89,0.35,N,3,1
25.0,54000,RENT,4,EDUCATION,20000,10.99,0.37,N,3,1
25.0,78996,RENT,0,HOMEIMPROVEMENT,25000,11.86,0.31,N,3,1
25.0,32000,RENT,1,DEBTCONSOLIDATION,7500,14.84,0.23,N,4,1
25.0,31200,RENT,3,VENTURE,12250,16.32,0.39,Y,3,1
25.0,128000,MORTGAGE,6,EDUCATION,25000,7.9,0.19,N,2,1
25.0,42000,MORTGAGE,2,MEDICAL,8500,15.27,0.2,Y,4,1
25.0,44000,RENT,0,VENTURE,13650,17.06,0.31,Y,4,1
25.0,88000,RENT,2,EDUCATION,15000,14.93,0.17,Y,3,1
25.0,14400,RENT,2,HOMEIMPROVEMENT,5500,16.89,0.38,N,4,1
25.0,77954,MORTGAGE,9,MEDICAL,15000,14.42,0.17,N,2,1
25.0,30000,RENT,4,PERSONAL,10000,11.71,0.33,N,2,1
25.0,78000,RENT,0,HOMEIMPROVEMENT,20000,14.96,0.25,Y,4,1
25.0,59000,MORTGAGE,6,MEDICAL,15000,11.49,0.25,N,2,1
25.0,76800,MORTGAGE,3,DEBTCONSOLIDATION,12500,15.95,0.17,Y,2,1
25.0,36000,RENT,7,PERSONAL,5000,9.91,0.14,N,3,1
25.0,30000,RENT,2,HOMEIMPROVEMENT,2400,13.22,0.08,Y,2,1
25.0,32000,RENT,1,HOMEIMPROVEMENT,5000,16.45,0.16,N,4,1
25.0,26400,RENT,1,PERSONAL,1325,6.62,0.05,N,2,1
25.0,36000,RENT,3,HOMEIMPROVEMENT,8000,17.14,0.22,N,2,1
25.0,44000,RENT,0,HOMEIMPROVEMENT,4000,11.86,0.09,N,3,1
25.0,27024,OWN,7,EDUCATION,8000,16.69,0.3,N,2,1
25.0,45000,RENT,0,MEDICAL,17500,15.33,0.39,N,4,1
25.0,25000,RENT,2,DEBTCONSOLIDATION,9000,14.09,0.37,Y,3,1
25.0,97000,RENT,3,HOMEIMPROVEMENT,35000,7.9,0.36,N,4,1
25.0,64000,MORTGAGE,9,DEBTCONSOLIDATION,12000,14.42,0.19,N,4,1
25.0,40000,RENT,5,MEDICAL,10000,7.29,0.25,N,4,1
25.0,35000,RENT,4,MEDICAL,15000,16.77,0.43,N,3,1
25.0,30000,RENT,2,EDUCATION,7500,15.31,0.25,Y,2,1
25.0,37200,RENT,3,VENTURE,4000,11.86,0.11,N,2,1
25.0,25000,RENT,0,DEBTCONSOLIDATION,8000,12.73,0.32,Y,4,1
25.0,33000,RENT,9,DEBTCONSOLIDATION,16000,8.9,0.47,N,2,1
25.0,26000,RENT,0,PERSONAL,8400,12.72,0.3,Y,3,1
25.0,65450,MORTGAGE,9,MEDICAL,6000,14.26,0.09,Y,3,1
25.0,76200,RENT,3,DEBTCONSOLIDATION,20000,11.12,0.26,N,4,1
25.0,30000,RENT,9,MEDICAL,13475,17.99,0.44,N,2,1
25.0,34000,RENT,2,MEDICAL,10000,15.58,0.29,Y,3,1
26.0,54000,RENT,1,PERSONAL,9600,9.32,0.18,N,4,1
26.0,30000,RENT,2,MEDICAL,12000,7.51,0.4,N,4,1
26.0,54833,RENT,6,MEDICAL,10000,11.36,0.18,N,2,1
26.0,59000,RENT,2,DEBTCONSOLIDATION,8000,14.96,0.14,Y,3,1
26.0,58650,MORTGAGE,7,PERSONAL,5000,14.11,0.07,N,2,1
26.0,36000,RENT,6,EDUCATION,13000,5.99,0.36,N,3,1
26.0,45000,RENT,1,PERSONAL,12800,7.51,0.29,N,2,1
26.0,42000,RENT,0,DEBTCONSOLIDATION,7200,16.7,0.17,N,3,1
26.0,36000,RENT,3,EDUCATION,6725,7.9,0.19,N,4,1
26.0,52000,RENT,10,PERSONAL,16000,12.69,0.31,N,4,1
26.0,95000,RENT,1,HOMEIMPROVEMENT,24250,14.96,0.25,N,4,1
26.0,96050,RENT,1,MEDICAL,3600,15.37,0.03,N,4,1
26.0,26000,RENT,1,MEDICAL,4500,15.37,0.17,Y,2,1
26.0,37000,RENT,6,MEDICAL,8500,10.75,0.23,N,4,1
26.0,91800,MORTGAGE,2,DEBTCONSOLIDATION,25000,16.89,0.23,Y,4,1
26.0,65450,RENT,7,DEBTCONSOLIDATION,15000,15.95,0.19,Y,3,1
26.0,56950,RENT,0,HOMEIMPROVEMENT,5600,9.99,0.08,N,3,1
26.0,28800,RENT,6,MEDICAL,13000,10.99,0.45,N,2,1
26.0,69000,RENT,2,EDUCATION,6000,17.49,0.09,Y,2,1
26.0,108000,MORTGAGE,2,DEBTCONSOLIDATION,8000,13.67,0.07,Y,3,1
26.0,75400,MORTGAGE,10,MEDICAL,7000,7.14,0.08,N,4,1
26.0,44000,RENT,2,EDUCATION,5400,10.37,0.12,N,3,1
26.0,59000,RENT,3,PERSONAL,20000,11.36,0.34,N,3,1
26.0,54000,RENT,10,DEBTCONSOLIDATION,20000,13.49,0.37,N,3,1
26.0,60000,RENT,1,VENTURE,8000,16.07,0.13,Y,2,1
26.0,39000,RENT,3,DEBTCONSOLIDATION,2400,14.74,0.06,Y,4,1
26.0,66000,RENT,9,EDUCATION,15000,16.32,0.23,N,3,1
26.0,60000,MORTGAGE,10,PERSONAL,10000,12.21,0.17,N,3,1
26.0,30000,RENT,1,MEDICAL,10000,13.22,0.33,N,4,1
26.0,15000,RENT,0,DEBTCONSOLIDATION,2700,15.28,0.17,Y,4,1
26.0,60400,RENT,7,DEBTCONSOLIDATION,25000,17.93,0.4,Y,3,1
26.0,48000,RENT,6,MEDICAL,24000,11.71,0.51,N,3,1
26.0,41004,RENT,1,MEDICAL,5000,15.28,0.12,Y,2,1
26.0,121000,MORTGAGE,10,PERSONAL,35000,14.59,0.42,N,3,1
26.0,35000,RENT,0,MEDICAL,12000,9.63,0.34,N,2,1
26.0,33800,RENT,2,DEBTCONSOLIDATION,10000,15.95,0.3,N,3,1
26.0,37500,RENT,6,DEBTCONSOLIDATION,12000,10.74,0.32,N,2,1
26.0,83300,RENT,2,MEDICAL,25000,15.65,0.26,N,2,1
26.0,60000,RENT,11,EDUCATION,25000,14.46,0.42,N,3,1
26.0,113000,RENT,0,EDUCATION,12000,16.0,0.11,Y,4,1
26.0,30000,MORTGAGE,4,HOMEIMPROVEMENT,9250,10.99,0.32,N,2,1
26.0,29000,RENT,2,MEDICAL,10000,12.69,0.34,N,2,1
26.0,45996,RENT,2,DEBTCONSOLIDATION,17600,12.53,0.4,N,4,1
26.0,40000,RENT,0,PERSONAL,18000,10.65,0.45,N,4,1
26.0,52000,RENT,9,HOMEIMPROVEMENT,20000,7.49,0.38,N,3,1
26.0,32000,RENT,4,MEDICAL,10000,9.91,0.31,N,2,1
26.0,44000,MORTGAGE,0,HOMEIMPROVEMENT,10000,15.65,0.23,Y,4,1
26.0,31200,RENT,2,PERSONAL,10000,11.86,0.32,N,2,1
26.0,70550,RENT,5,MEDICAL,15000,14.46,0.21,N,3,1
26.0,38400,RENT,1,EDUCATION,13250,10.99,0.35,N,2,1
26.0,36000,RENT,5,PERSONAL,14000,9.91,0.39,N,3,1
26.0,108000,RENT,2,VENTURE,20000,15.31,0.19,Y,4,1
26.0,44000,RENT,2,MEDICAL,12000,14.46,0.27,Y,3,1
26.0,60000,RENT,9,MEDICAL,25000,20.16,0.42,N,3,1
26.0,32000,RENT,0,DEBTCONSOLIDATION,12250,13.85,0.38,N,3,1
26.0,32000,RENT,0,HOMEIMPROVEMENT,7000,14.96,0.22,Y,4,1
26.0,40000,RENT,0,PERSONAL,1800,13.23,0.04,Y,2,1
26.0,40000,RENT,0,VENTURE,15000,14.22,0.38,N,2,1
26.0,51600,RENT,10,HOMEIMPROVEMENT,8000,10.99,0.16,N,2,1
26.0,42000,RENT,4,HOMEIMPROVEMENT,13750,18.25,0.33,N,2,1
26.0,66000,RENT,2,DEBTCONSOLIDATION,18000,14.54,0.27,Y,2,1
26.0,36000,RENT,10,DEBTCONSOLIDATION,10000,12.99,0.28,N,2,1
26.0,42000,RENT,3,EDUCATION,10000,14.12,0.24,Y,3,1
26.0,34000,MORTGAGE,5,DEBTCONSOLIDATION,2500,14.65,0.07,Y,2,1
26.0,54000,RENT,3,MEDICAL,6400,14.96,0.12,N,3,1
26.0,54000,RENT,6,DEBTCONSOLIDATION,7000,15.65,0.13,Y,3,1
26.0,46000,RENT,2,DEBTCONSOLIDATION,10000,14.91,0.22,Y,4,1
26.0,29364,RENT,4,HOMEIMPROVEMENT,10000,13.35,0.31,Y,8,1
26.0,24000,RENT,0,EDUCATION,9600,11.89,0.4,N,3,1
26.0,53000,MORTGAGE,10,PERSONAL,15000,14.26,0.28,N,2,1
26.0,30000,MORTGAGE,2,PERSONAL,7000,11.99,0.23,N,3,1
26.0,30000,RENT,0,DEBTCONSOLIDATION,4200,16.49,0.14,N,3,1
26.0,32000,RENT,5,DEBTCONSOLIDATION,12000,13.55,0.38,N,4,1
26.0,66300,RENT,7,DEBTCONSOLIDATION,25000,11.03,0.32,Y,3,1
26.0,66000,MORTGAGE,10,DEBTCONSOLIDATION,8000,14.96,0.12,Y,3,1
26.0,59000,MORTGAGE,10,PERSONAL,2500,14.96,0.04,N,4,1
26.0,28800,RENT,0,PERSONAL,10750,13.47,0.36,N,4,1
26.0,48500,RENT,0,EDUCATION,15000,12.18,0.31,N,3,1
26.0,64000,MORTGAGE,0,EDUCATION,5000,6.03,0.08,N,3,1
26.0,30000,MORTGAGE,0,DEBTCONSOLIDATION,6000,14.72,0.2,N,2,1
26.0,62200,MORTGAGE,2,PERSONAL,15000,16.63,0.24,Y,3,1
26.0,54000,RENT,7,MEDICAL,3000,12.18,0.06,N,4,1
26.0,54000,RENT,4,VENTURE,20000,11.46,0.37,N,3,1
26.0,45000,RENT,2,MEDICAL,4000,14.96,0.09,N,4,1
26.0,12000,RENT,0,HOMEIMPROVEMENT,1750,12.53,0.15,N,2,1
26.0,70000,RENT,8,DEBTCONSOLIDATION,24000,15.96,0.34,N,3,1
26.0,29136,RENT,0,PERSONAL,10100,13.55,0.34,N,2,1
26.0,67983,MORTGAGE,2,MEDICAL,15000,16.49,0.19,Y,2,1
26.0,36000,MORTGAGE,10,PERSONAL,8000,12.69,0.22,N,2,1
26.0,39996,RENT,2,MEDICAL,16000,14.96,0.4,N,2,1
26.0,30000,RENT,4,PERSONAL,9500,11.99,0.32,N,4,1
26.0,58000,RENT,10,EDUCATION,17500,17.19,0.29,Y,3,1
26.0,44000,MORTGAGE,0,EDUCATION,10000,14.83,0.23,N,3,1
26.0,30000,MORTGAGE,3,MEDICAL,4500,13.92,0.15,N,4,1
26.0,31000,RENT,10,VENTURE,12000,16.29,0.39,N,2,1
26.0,49000,MORTGAGE,10,EDUCATION,4000,5.42,0.08,N,2,1
26.0,33600,RENT,5,MEDICAL,9000,17.27,0.27,Y,2,1
26.0,50000,RENT,4,MEDICAL,8000,16.0,0.16,N,4,1
26.0,29000,RENT,2,DEBTCONSOLIDATION,12500,8.9,0.43,N,2,1
26.0,30000,RENT,0,PERSONAL,4000,10.39,0.13,N,2,1
26.0,36000,RENT,4,VENTURE,9500,15.33,0.27,Y,4,1
26.0,54000,MORTGAGE,5,EDUCATION,10000,15.23,0.19,N,3,1
26.0,30000,RENT,4,PERSONAL,10000,11.99,0.33,N,2,1
26.0,30000,RENT,2,VENTURE,10000,14.91,0.34,Y,4,1
